<EMAIL>sbell@aellab.com</EMAIL><LAB EDD>T2023543(ADAPT).csv</LAB EDD><FIELD EDD>T2023543(ADAPT Field).csv</FIELD EDD>
"Export_User","Export_DateTime","Facility_ID","TestSite_ID","Facility_Name","TestSite_Name","Well_Purged","Sample_ID","Sample_Date","Sample_Method","Sample_Filtered","Matrix","STORET_Code","Parameter","Lab_Cert_Numb","Prep_Date","Prep_Method","Preserv_Intact","Analysis_Date","Analysis_Method","Result","Units","Qualifier","Detection_Limit","Comments","Report_Type","Key","Rev","Testsite Table","Program_Area","Client_Analyte_ID","Error","Dilution","Percent_Moisture","Reporting_Limit"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034205","Acenaphthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","5.3","ug/L",,"0.027",,"SEMGW","*********",,,"PRP","83329",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","13","ug/L",,"0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","3.5","ug/L",,"0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.10","ug/L","I","0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.31","ug/L",,"0.050",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.084","ug/L","I","0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034220","Anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.41","ug/L",,"0.051",,"SEMGW","*********",,,"PRP","120127",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.062","ug/L","I","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.094"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034230","Benzo(b)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.042","ug/L","U","0.042",,"SEMGW","*********",,,"PRP","205992",,"1",,"0.096"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.027","ug/L","I","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034242","Benzo(k)fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.026","ug/L","U","0.026",,"SEMGW","*********",,,"PRP","207089",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.043","ug/L","I","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.034","ug/L","U","0.034",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034247","Benzo(a)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.035","ug/L","U","0.035",,"SEMGW","*********",,,"PRP","50328",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.67","ug/L",,"0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.15","ug/L","I","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.030","ug/L","I","0.029",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034320","Chrysene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.030","ug/L","U","0.030",,"SEMGW","*********",,,"PRP","218019",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 03:36:00","EPA 8260","1.6","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:55:00","EPA 8260","0.56","ug/L","U","0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:29:00","EPA 8260","7.1","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:02:00","EPA 8260","0.79","ug/L","I","0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 22:19:00","EPA 8260","16","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 03:09:00","EPA 8260","0.56","ug/L","U","0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 21:26:00","EPA 8260","6.2","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 21:53:00","EPA 8260","3.0","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034371","Ethylbenzene","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 02:43:00","EPA 8260","2.2","ug/L",,"0.56",,"SEMGW","*********",,,"PRP","100414",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","3.4","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.056","ug/L","I","0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.70","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.10","ug/L","I","0.035",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.23","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034376","Fluoranthene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.036","ug/L","I","0.036",,"SEMGW","*********",,,"PRP","206440",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","78","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.050","ug/L","I","0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.38","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.044","ug/L","I","0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","27","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","3.2","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","6.4","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","1.1","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034381","Fluorene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","8.4","ug/L",,"0.037",,"SEMGW","*********",,,"PRP","86737",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
